Date,Centre_Name,Commodity_Name,Price
18-08-11,RAJKOT,Potato,850
18-08-11,BHOPAL,Potato,500
18-08-11,INDORE,Potato,650
18-08-11,MUMBAI,Potato,600
18-08-11,NAGPUR,Potato,725
18-08-11,JAIPUR,Potato,400
18-08-11,JODHPUR,Potato,NA
18-08-11,KOTA,Potato,NA
18-08-11,PATNA,Potato,850
18-08-11,BHAGALPUR,Potato,700
18-08-11,RANCHI,Potato,800
18-08-11,BHUBANESHWAR,Potato,670
18-08-11,CUTTACK,Potato,680
18-08-11,SAMBALPUR,Potato,620
18-08-11,KOLKATA,Potato,650
18-08-11,SILIGURI,Potato,800
18-08-11,ITANAGAR,Potato,NA
18-08-11,GUWAHATI,Potato,950
18-08-11,SHILLONG,Potato,750
18-08-11,AIZWAL,Potato,20
18-08-11,DIMAPUR,Potato,950
18-08-11,AGARTALA,Potato,1150
18-08-11,VIJAYWADA,Potato,1050
18-08-11,BENGALURU,Potato,900
18-08-11,DHARWAD,Potato,1250
18-08-11,T.PURAM,Potato,1600
18-08-11,ERNAKULAM,Potato,1400
18-08-11,CHENNAI,Potato,1200
18-08-11,DINDIGUL,Potato,1400
18-08-11,THIRUCHIRAPALLI,Potato,1320
18-08-11,HYDERABAD,Potato,1067
19-08-11,CHANDIGARH,Potato,600
19-08-11,DELHI,Potato,838
19-08-11,HISAR,Potato,800
19-08-11,KARNAL,Potato,800
19-08-11,SHIMLA,Potato,1100
19-08-11,MANDI,Potato,1100
19-08-11,SRINAGAR,Potato,NA
19-08-11,JAMMU,Potato,950
19-08-11,AMRITSAR,Potato,NA
19-08-11,LUDHIANA,Potato,NA
19-08-11,BATHINDA,Potato,NA
19-08-11,LUCKNOW,Potato,800
19-08-11,KANPUR,Potato,800
19-08-11,VARANASI,Potato,800
19-08-11,AGRA,Potato,700
19-08-11,DEHRADUN,Potato,500
19-08-11,RAIPUR,Potato,1000
19-08-11,AHMEDABAD,Potato,450
19-08-11,RAJKOT,Potato,850
19-08-11,BHOPAL,Potato,500
19-08-11,INDORE,Potato,650
19-08-11,MUMBAI,Potato,600
19-08-11,NAGPUR,Potato,725
19-08-11,JAIPUR,Potato,350
19-08-11,JODHPUR,Potato,NA
19-08-11,KOTA,Potato,NA
19-08-11,PATNA,Potato,800
19-08-11,BHAGALPUR,Potato,700
19-08-11,RANCHI,Potato,800
19-08-11,BHUBANESHWAR,Potato,640
19-08-11,CUTTACK,Potato,680
19-08-11,SAMBALPUR,Potato,660
19-08-11,KOLKATA,Potato,650
19-08-11,SILIGURI,Potato,800
19-08-11,ITANAGAR,Potato,NA
19-08-11,GUWAHATI,Potato,950
19-08-11,SHILLONG,Potato,750
19-08-11,AIZWAL,Potato,20
19-08-11,DIMAPUR,Potato,950
19-08-11,AGARTALA,Potato,1150
19-08-11,VIJAYWADA,Potato,1050
19-08-11,BENGALURU,Potato,900
19-08-11,DHARWAD,Potato,1250
19-08-11,T.PURAM,Potato,1600
19-08-11,ERNAKULAM,Potato,1400
19-08-11,CHENNAI,Potato,1200
19-08-11,DINDIGUL,Potato,1400
19-08-11,THIRUCHIRAPALLI,Potato,1400
19-08-11,HYDERABAD,Potato,1117
23-08-11,CHANDIGARH,Potato,600
23-08-11,DELHI,Potato,838
23-08-11,HISAR,Potato,800
23-08-11,KARNAL,Potato,800
23-08-11,SHIMLA,Potato,1100
23-08-11,MANDI,Potato,1100
23-08-11,SRINAGAR,Potato,NA
23-08-11,JAMMU,Potato,950
23-08-11,AMRITSAR,Potato,NA
23-08-11,LUDHIANA,Potato,NA
23-08-11,BATHINDA,Potato,NA
23-08-11,LUCKNOW,Potato,800
23-08-11,KANPUR,Potato,800
23-08-11,VARANASI,Potato,800
23-08-11,AGRA,Potato,700
23-08-11,DEHRADUN,Potato,500
23-08-11,RAIPUR,Potato,1000
23-08-11,AHMEDABAD,Potato,450
23-08-11,RAJKOT,Potato,875
23-08-11,BHOPAL,Potato,500
23-08-11,INDORE,Potato,650
23-08-11,MUMBAI,Potato,650
23-08-11,NAGPUR,Potato,725
23-08-11,JAIPUR,Potato,350
23-08-11,JODHPUR,Potato,NA
23-08-11,KOTA,Potato,NA
23-08-11,PATNA,Potato,800
23-08-11,BHAGALPUR,Potato,700
23-08-11,RANCHI,Potato,800
23-08-11,BHUBANESHWAR,Potato,670
23-08-11,CUTTACK,Potato,680
23-08-11,SAMBALPUR,Potato,650
23-08-11,KOLKATA,Potato,650
23-08-11,SILIGURI,Potato,800
23-08-11,ITANAGAR,Potato,NA
23-08-11,GUWAHATI,Potato,950
23-08-11,SHILLONG,Potato,750
23-08-11,AIZWAL,Potato,NA
23-08-11,DIMAPUR,Potato,950
23-08-11,AGARTALA,Potato,1150
23-08-11,VIJAYWADA,Potato,1200
23-08-11,BENGALURU,Potato,900
23-08-11,DHARWAD,Potato,1250
23-08-11,T.PURAM,Potato,1600
23-08-11,ERNAKULAM,Potato,1400
23-08-11,CHENNAI,Potato,1000
23-08-11,DINDIGUL,Potato,1400
23-08-11,THIRUCHIRAPALLI,Potato,1400
23-08-11,HYDERABAD,Potato,1117
24-08-11,CHANDIGARH,Potato,600
24-08-11,DELHI,Potato,913
24-08-11,HISAR,Potato,800
24-08-11,KARNAL,Potato,800
24-08-11,SHIMLA,Potato,1900
24-08-11,MANDI,Potato,1100
24-08-11,SRINAGAR,Potato,NA
24-08-11,JAMMU,Potato,950
24-08-11,AMRITSAR,Potato,NA
24-08-11,LUDHIANA,Potato,NA
24-08-11,BATHINDA,Potato,NA
24-08-11,LUCKNOW,Potato,800
24-08-11,KANPUR,Potato,800
24-08-11,VARANASI,Potato,800
24-08-11,AGRA,Potato,700
24-08-11,DEHRADUN,Potato,500
24-08-11,RAIPUR,Potato,900
24-08-11,AHMEDABAD,Potato,450
24-08-11,RAJKOT,Potato,875
24-08-11,BHOPAL,Potato,500
24-08-11,INDORE,Potato,650
24-08-11,MUMBAI,Potato,675
24-08-11,NAGPUR,Potato,650
24-08-11,JAIPUR,Potato,350
24-08-11,JODHPUR,Potato,NA
24-08-11,KOTA,Potato,NA
24-08-11,PATNA,Potato,800
24-08-11,BHAGALPUR,Potato,700
24-08-11,RANCHI,Potato,800
24-08-11,BHUBANESHWAR,Potato,670
24-08-11,CUTTACK,Potato,680
24-08-11,SAMBALPUR,Potato,650
24-08-11,KOLKATA,Potato,650
24-08-11,SILIGURI,Potato,800
24-08-11,ITANAGAR,Potato,NA
24-08-11,GUWAHATI,Potato,950
24-08-11,SHILLONG,Potato,750
24-08-11,AIZWAL,Potato,NA
24-08-11,DIMAPUR,Potato,920
24-08-11,AGARTALA,Potato,1150
24-08-11,VIJAYWADA,Potato,1200
24-08-11,BENGALURU,Potato,900
24-08-11,DHARWAD,Potato,1250
24-08-11,T.PURAM,Potato,1600
24-08-11,ERNAKULAM,Potato,1533
24-08-11,CHENNAI,Potato,1000
24-08-11,DINDIGUL,Potato,1400
24-08-11,THIRUCHIRAPALLI,Potato,1410
24-08-11,HYDERABAD,Potato,1117
25-08-11,CHANDIGARH,Potato,600
25-08-11,DELHI,Potato,888
25-08-11,HISAR,Potato,800
25-08-11,KARNAL,Potato,800
25-08-11,SHIMLA,Potato,1900
25-08-11,MANDI,Potato,1100
25-08-11,SRINAGAR,Potato,NA
25-08-11,JAMMU,Potato,950
25-08-11,AMRITSAR,Potato,NA
25-08-11,LUDHIANA,Potato,NA
25-08-11,BATHINDA,Potato,NA
25-08-11,LUCKNOW,Potato,800
25-08-11,KANPUR,Potato,800
25-08-11,VARANASI,Potato,800
25-08-11,AGRA,Potato,700
25-08-11,DEHRADUN,Potato,500
25-08-11,RAIPUR,Potato,900
25-08-11,AHMEDABAD,Potato,450
25-08-11,RAJKOT,Potato,850
25-08-11,BHOPAL,Potato,500
25-08-11,INDORE,Potato,650
25-08-11,MUMBAI,Potato,690
25-08-11,NAGPUR,Potato,667
25-08-11,JAIPUR,Potato,350
25-08-11,JODHPUR,Potato,NA
25-08-11,KOTA,Potato,NA
25-08-11,PATNA,Potato,800
25-08-11,BHAGALPUR,Potato,700
25-08-11,RANCHI,Potato,800
25-08-11,BHUBANESHWAR,Potato,650
25-08-11,CUTTACK,Potato,680
25-08-11,SAMBALPUR,Potato,650
25-08-11,KOLKATA,Potato,650
25-08-11,SILIGURI,Potato,800
25-08-11,ITANAGAR,Potato,NA
25-08-11,GUWAHATI,Potato,950
25-08-11,SHILLONG,Potato,750
25-08-11,AIZWAL,Potato,NA
25-08-11,DIMAPUR,Potato,920
25-08-11,AGARTALA,Potato,1150
25-08-11,VIJAYWADA,Potato,1167
25-08-11,BENGALURU,Potato,900
25-08-11,DHARWAD,Potato,1250
25-08-11,T.PURAM,Potato,1600
25-08-11,ERNAKULAM,Potato,1483
25-08-11,CHENNAI,Potato,1000
25-08-11,DINDIGUL,Potato,1400
25-08-11,THIRUCHIRAPALLI,Potato,1410
25-08-11,HYDERABAD,Potato,1067
26-08-11,CHANDIGARH,Potato,600
26-08-11,DELHI,Potato,925
26-08-11,HISAR,Potato,800
26-08-11,KARNAL,Potato,800
26-08-11,SHIMLA,Potato,1900
26-08-11,MANDI,Potato,1200
26-08-11,SRINAGAR,Potato,NA
26-08-11,JAMMU,Potato,950
26-08-11,AMRITSAR,Potato,NA
26-08-11,LUDHIANA,Potato,NA
26-08-11,BATHINDA,Potato,NA
26-08-11,LUCKNOW,Potato,800
26-08-11,KANPUR,Potato,800
26-08-11,VARANASI,Potato,800
26-08-11,AGRA,Potato,700
26-08-11,DEHRADUN,Potato,500
26-08-11,RAIPUR,Potato,900
26-08-11,AHMEDABAD,Potato,450
26-08-11,RAJKOT,Potato,800
26-08-11,BHOPAL,Potato,500
26-08-11,INDORE,Potato,650
26-08-11,MUMBAI,Potato,665
26-08-11,NAGPUR,Potato,683
26-08-11,JAIPUR,Potato,350
26-08-11,JODHPUR,Potato,NA
26-08-11,KOTA,Potato,NA
26-08-11,PATNA,Potato,800
26-08-11,BHAGALPUR,Potato,700
26-08-11,RANCHI,Potato,800
26-08-11,BHUBANESHWAR,Potato,650
26-08-11,CUTTACK,Potato,680
26-08-11,SAMBALPUR,Potato,650
26-08-11,KOLKATA,Potato,650
26-08-11,SILIGURI,Potato,800
26-08-11,ITANAGAR,Potato,NA
26-08-11,GUWAHATI,Potato,950
26-08-11,SHILLONG,Potato,750
26-08-11,AIZWAL,Potato,NA
26-08-11,DIMAPUR,Potato,920
26-08-11,AGARTALA,Potato,1150
26-08-11,VIJAYWADA,Potato,1167
26-08-11,BENGALURU,Potato,900
26-08-11,DHARWAD,Potato,1250
26-08-11,T.PURAM,Potato,1600
26-08-11,ERNAKULAM,Potato,1483
26-08-11,CHENNAI,Potato,1000
26-08-11,DINDIGUL,Potato,1400
26-08-11,THIRUCHIRAPALLI,Potato,1430
26-08-11,HYDERABAD,Potato,1133
29-08-11,CHANDIGARH,Potato,600
29-08-11,DELHI,Potato,875
29-08-11,HISAR,Potato,800
29-08-11,KARNAL,Potato,800
29-08-11,SHIMLA,Potato,1900
29-08-11,MANDI,Potato,1200
29-08-11,SRINAGAR,Potato,NA
29-08-11,JAMMU,Potato,950
29-08-11,AMRITSAR,Potato,NA
29-08-11,LUDHIANA,Potato,NA
29-08-11,BATHINDA,Potato,NA
29-08-11,LUCKNOW,Potato,800
29-08-11,KANPUR,Potato,800
29-08-11,VARANASI,Potato,800
29-08-11,AGRA,Potato,700
29-08-11,DEHRADUN,Potato,500
29-08-11,RAIPUR,Potato,900
29-08-11,AHMEDABAD,Potato,450
29-08-11,RAJKOT,Potato,800
29-08-11,BHOPAL,Potato,700
29-08-11,INDORE,Potato,650
29-08-11,MUMBAI,Potato,665
29-08-11,NAGPUR,Potato,683
29-08-11,JAIPUR,Potato,350
29-08-11,JODHPUR,Potato,NA
29-08-11,KOTA,Potato,NA
29-08-11,PATNA,Potato,800
29-08-11,BHAGALPUR,Potato,700
29-08-11,RANCHI,Potato,800
29-08-11,BHUBANESHWAR,Potato,650
29-08-11,CUTTACK,Potato,680
29-08-11,SAMBALPUR,Potato,650
29-08-11,KOLKATA,Potato,650
29-08-11,SILIGURI,Potato,800
29-08-11,ITANAGAR,Potato,NA
29-08-11,GUWAHATI,Potato,950
29-08-11,SHILLONG,Potato,750
29-08-11,AIZWAL,Potato,NA
29-08-11,DIMAPUR,Potato,920
29-08-11,AGARTALA,Potato,1150
29-08-11,VIJAYWADA,Potato,1100
29-08-11,BENGALURU,Potato,900
29-08-11,DHARWAD,Potato,1250
29-08-11,T.PURAM,Potato,1600
29-08-11,ERNAKULAM,Potato,1483
29-08-11,CHENNAI,Potato,1000
29-08-11,DINDIGUL,Potato,1400
29-08-11,THIRUCHIRAPALLI,Potato,1800
29-08-11,HYDERABAD,Potato,1133
30-08-11,CHANDIGARH,Potato,600
30-08-11,DELHI,Potato,850
30-08-11,HISAR,Potato,800
30-08-11,KARNAL,Potato,800
30-08-11,SHIMLA,Potato,1900
30-08-11,MANDI,Potato,1200
30-08-11,SRINAGAR,Potato,NA
30-08-11,JAMMU,Potato,950
30-08-11,AMRITSAR,Potato,NA
30-08-11,LUDHIANA,Potato,NA
30-08-11,BATHINDA,Potato,NA
30-08-11,LUCKNOW,Potato,800
30-08-11,KANPUR,Potato,800
30-08-11,VARANASI,Potato,800
30-08-11,AGRA,Potato,700
30-08-11,DEHRADUN,Potato,500
30-08-11,RAIPUR,Potato,900
30-08-11,AHMEDABAD,Potato,450
30-08-11,RAJKOT,Potato,800
30-08-11,BHOPAL,Potato,700
30-08-11,INDORE,Potato,650
30-08-11,MUMBAI,Potato,675
30-08-11,NAGPUR,Potato,692
30-08-11,JAIPUR,Potato,250
30-08-11,JODHPUR,Potato,NA
30-08-11,KOTA,Potato,NA
30-08-11,PATNA,Potato,800
30-08-11,BHAGALPUR,Potato,700
30-08-11,RANCHI,Potato,800
30-08-11,BHUBANESHWAR,Potato,650
30-08-11,CUTTACK,Potato,680
30-08-11,SAMBALPUR,Potato,650
30-08-11,KOLKATA,Potato,650
30-08-11,SILIGURI,Potato,800
30-08-11,ITANAGAR,Potato,NA
30-08-11,GUWAHATI,Potato,950
30-08-11,SHILLONG,Potato,750
30-08-11,AIZWAL,Potato,NA
30-08-11,DIMAPUR,Potato,920
30-08-11,AGARTALA,Potato,1150
30-08-11,VIJAYWADA,Potato,1100
30-08-11,BENGALURU,Potato,900
30-08-11,DHARWAD,Potato,1250
30-08-11,T.PURAM,Potato,1600
30-08-11,ERNAKULAM,Potato,1483
30-08-11,CHENNAI,Potato,1000
30-08-11,DINDIGUL,Potato,1400
30-08-11,THIRUCHIRAPALLI,Potato,1300
30-08-11,HYDERABAD,Potato,1133
01-09-11,CHANDIGARH,Potato,600
01-09-11,DELHI,Potato,875
01-09-11,HISAR,Potato,800
01-09-11,KARNAL,Potato,800
01-09-11,SHIMLA,Potato,1900
01-09-11,MANDI,Potato,1200
01-09-11,SRINAGAR,Potato,NA
01-09-11,JAMMU,Potato,950
01-09-11,AMRITSAR,Potato,NA
01-09-11,LUDHIANA,Potato,NA
01-09-11,BATHINDA,Potato,NA
01-09-11,LUCKNOW,Potato,800
01-09-11,KANPUR,Potato,800
01-09-11,VARANASI,Potato,800
01-09-11,AGRA,Potato,700
01-09-11,DEHRADUN,Potato,500
01-09-11,RAIPUR,Potato,900
01-09-11,AHMEDABAD,Potato,450
01-09-11,RAJKOT,Potato,800
01-09-11,BHOPAL,Potato,700
01-09-11,INDORE,Potato,650
01-09-11,MUMBAI,Potato,675
01-09-11,NAGPUR,Potato,692
01-09-11,JAIPUR,Potato,250
01-09-11,JODHPUR,Potato,NA
01-09-11,KOTA,Potato,NA
01-09-11,PATNA,Potato,800
01-09-11,BHAGALPUR,Potato,700
01-09-11,RANCHI,Potato,800
01-09-11,BHUBANESHWAR,Potato,650
01-09-11,CUTTACK,Potato,680
01-09-11,SAMBALPUR,Potato,650
01-09-11,KOLKATA,Potato,650
01-09-11,SILIGURI,Potato,800
01-09-11,ITANAGAR,Potato,NA
01-09-11,GUWAHATI,Potato,950
01-09-11,SHILLONG,Potato,750
01-09-11,AIZWAL,Potato,NA
01-09-11,DIMAPUR,Potato,920
01-09-11,AGARTALA,Potato,1150
01-09-11,VIJAYWADA,Potato,1100
01-09-11,BENGALURU,Potato,900
01-09-11,DHARWAD,Potato,1250
01-09-11,T.PURAM,Potato,1600
01-09-11,ERNAKULAM,Potato,1433
01-09-11,CHENNAI,Potato,1000
01-09-11,DINDIGUL,Potato,1400
01-09-11,THIRUCHIRAPALLI,Potato,1300
01-09-11,HYDERABAD,Potato,1133
02-09-11,CHANDIGARH,Potato,600
02-09-11,DELHI,Potato,888
02-09-11,HISAR,Potato,800
02-09-11,KARNAL,Potato,800
02-09-11,SHIMLA,Potato,1900
02-09-11,MANDI,Potato,1200
02-09-11,SRINAGAR,Potato,NA
02-09-11,JAMMU,Potato,950
02-09-11,AMRITSAR,Potato,NA
02-09-11,LUDHIANA,Potato,NA
02-09-11,BATHINDA,Potato,NA
02-09-11,LUCKNOW,Potato,800
02-09-11,KANPUR,Potato,800
02-09-11,VARANASI,Potato,800
02-09-11,AGRA,Potato,700
02-09-11,DEHRADUN,Potato,500
02-09-11,RAIPUR,Potato,900
02-09-11,AHMEDABAD,Potato,450
02-09-11,RAJKOT,Potato,850
02-09-11,BHOPAL,Potato,700
02-09-11,INDORE,Potato,600
02-09-11,MUMBAI,Potato,675
02-09-11,NAGPUR,Potato,692
02-09-11,JAIPUR,Potato,250
02-09-11,JODHPUR,Potato,NA
02-09-11,KOTA,Potato,NA
02-09-11,PATNA,Potato,800
02-09-11,BHAGALPUR,Potato,700
02-09-11,RANCHI,Potato,800
02-09-11,BHUBANESHWAR,Potato,650
02-09-11,CUTTACK,Potato,680
02-09-11,SAMBALPUR,Potato,650
02-09-11,KOLKATA,Potato,650
02-09-11,SILIGURI,Potato,800
02-09-11,ITANAGAR,Potato,NA
02-09-11,GUWAHATI,Potato,950
02-09-11,SHILLONG,Potato,750
02-09-11,AIZWAL,Potato,NA
02-09-11,DIMAPUR,Potato,920
02-09-11,AGARTALA,Potato,1150
02-09-11,VIJAYWADA,Potato,1100
02-09-11,BENGALURU,Potato,900
02-09-11,DHARWAD,Potato,1250
02-09-11,T.PURAM,Potato,1600
02-09-11,ERNAKULAM,Potato,1433
02-09-11,CHENNAI,Potato,1000
02-09-11,DINDIGUL,Potato,1400
02-09-11,THIRUCHIRAPALLI,Potato,1400
02-09-11,HYDERABAD,Potato,1183
05-09-11,CHANDIGARH,Potato,600
05-09-11,DELHI,Potato,888
05-09-11,HISAR,Potato,800
05-09-11,KARNAL,Potato,800
05-09-11,SHIMLA,Potato,1900
05-09-11,MANDI,Potato,1200
05-09-11,SRINAGAR,Potato,NA
05-09-11,JAMMU,Potato,950
05-09-11,AMRITSAR,Potato,NA
05-09-11,LUDHIANA,Potato,NA
05-09-11,BATHINDA,Potato,NA
05-09-11,LUCKNOW,Potato,800
05-09-11,KANPUR,Potato,800
05-09-11,VARANASI,Potato,800
05-09-11,AGRA,Potato,700
05-09-11,DEHRADUN,Potato,500
05-09-11,RAIPUR,Potato,900
05-09-11,AHMEDABAD,Potato,450
05-09-11,RAJKOT,Potato,850
05-09-11,BHOPAL,Potato,700
05-09-11,INDORE,Potato,575
05-09-11,MUMBAI,Potato,675
05-09-11,NAGPUR,Potato,692
05-09-11,JAIPUR,Potato,250
05-09-11,JODHPUR,Potato,NA
05-09-11,KOTA,Potato,NA
05-09-11,PATNA,Potato,800
05-09-11,BHAGALPUR,Potato,700
05-09-11,RANCHI,Potato,800
05-09-11,BHUBANESHWAR,Potato,700
05-09-11,CUTTACK,Potato,700
05-09-11,SAMBALPUR,Potato,680
05-09-11,KOLKATA,Potato,650
05-09-11,SILIGURI,Potato,800
05-09-11,ITANAGAR,Potato,NA
05-09-11,GUWAHATI,Potato,950
05-09-11,SHILLONG,Potato,750
05-09-11,AIZWAL,Potato,NA
05-09-11,DIMAPUR,Potato,920
05-09-11,AGARTALA,Potato,1150
05-09-11,VIJAYWADA,Potato,1200
05-09-11,BENGALURU,Potato,900
05-09-11,DHARWAD,Potato,1250
05-09-11,T.PURAM,Potato,1600
05-09-11,ERNAKULAM,Potato,1433
05-09-11,CHENNAI,Potato,1200
05-09-11,DINDIGUL,Potato,1400
05-09-11,THIRUCHIRAPALLI,Potato,1420
05-09-11,HYDERABAD,Potato,1183
06-09-11,CHANDIGARH,Potato,600
06-09-11,DELHI,Potato,913
06-09-11,HISAR,Potato,800
06-09-11,KARNAL,Potato,800
06-09-11,SHIMLA,Potato,1900
06-09-11,MANDI,Potato,1200
06-09-11,SRINAGAR,Potato,NA
06-09-11,JAMMU,Potato,950
06-09-11,AMRITSAR,Potato,NA
06-09-11,LUDHIANA,Potato,NA
06-09-11,BATHINDA,Potato,NA
06-09-11,LUCKNOW,Potato,800
06-09-11,KANPUR,Potato,800
06-09-11,VARANASI,Potato,800
06-09-11,AGRA,Potato,700
06-09-11,DEHRADUN,Potato,500
06-09-11,RAIPUR,Potato,900
06-09-11,AHMEDABAD,Potato,450
06-09-11,RAJKOT,Potato,850
06-09-11,BHOPAL,Potato,700
06-09-11,INDORE,Potato,575
06-09-11,MUMBAI,Potato,675
06-09-11,NAGPUR,Potato,692
06-09-11,JAIPUR,Potato,250
06-09-11,JODHPUR,Potato,NA
06-09-11,KOTA,Potato,NA
06-09-11,PATNA,Potato,800
06-09-11,BHAGALPUR,Potato,700
06-09-11,RANCHI,Potato,800
06-09-11,BHUBANESHWAR,Potato,700
06-09-11,CUTTACK,Potato,700
06-09-11,SAMBALPUR,Potato,680
06-09-11,KOLKATA,Potato,650
06-09-11,SILIGURI,Potato,800
06-09-11,ITANAGAR,Potato,NA
06-09-11,GUWAHATI,Potato,950
06-09-11,SHILLONG,Potato,750
06-09-11,AIZWAL,Potato,NA
06-09-11,DIMAPUR,Potato,920
06-09-11,AGARTALA,Potato,1100
06-09-11,VIJAYWADA,Potato,1200
06-09-11,BENGALURU,Potato,900
06-09-11,DHARWAD,Potato,1250
06-09-11,T.PURAM,Potato,1700
06-09-11,ERNAKULAM,Potato,1433
06-09-11,CHENNAI,Potato,1200
06-09-11,DINDIGUL,Potato,1400
06-09-11,THIRUCHIRAPALLI,Potato,1400
06-09-11,HYDERABAD,Potato,1183
07-09-11,CHANDIGARH,Potato,600
07-09-11,DELHI,Potato,888
07-09-11,HISAR,Potato,800
07-09-11,KARNAL,Potato,800
07-09-11,SHIMLA,Potato,1900
07-09-11,MANDI,Potato,1200
07-09-11,SRINAGAR,Potato,NA
07-09-11,JAMMU,Potato,950
07-09-11,AMRITSAR,Potato,NA
07-09-11,LUDHIANA,Potato,NA
07-09-11,BATHINDA,Potato,NA
07-09-11,LUCKNOW,Potato,800
07-09-11,KANPUR,Potato,800
07-09-11,VARANASI,Potato,800
07-09-11,AGRA,Potato,700
07-09-11,DEHRADUN,Potato,500
07-09-11,RAIPUR,Potato,900
07-09-11,AHMEDABAD,Potato,450
07-09-11,RAJKOT,Potato,850
07-09-11,BHOPAL,Potato,700
07-09-11,INDORE,Potato,575
07-09-11,MUMBAI,Potato,825
07-09-11,NAGPUR,Potato,750
07-09-11,JAIPUR,Potato,250
07-09-11,JODHPUR,Potato,NA
07-09-11,KOTA,Potato,NA
07-09-11,PATNA,Potato,800
07-09-11,BHAGALPUR,Potato,700
07-09-11,RANCHI,Potato,800
07-09-11,BHUBANESHWAR,Potato,660
07-09-11,CUTTACK,Potato,700
07-09-11,SAMBALPUR,Potato,680
07-09-11,KOLKATA,Potato,650
07-09-11,SILIGURI,Potato,800
07-09-11,ITANAGAR,Potato,NA
07-09-11,GUWAHATI,Potato,950
07-09-11,SHILLONG,Potato,750
07-09-11,AIZWAL,Potato,NA
07-09-11,DIMAPUR,Potato,920
07-09-11,AGARTALA,Potato,1100
07-09-11,VIJAYWADA,Potato,1200
07-09-11,BENGALURU,Potato,900
07-09-11,DHARWAD,Potato,1250
07-09-11,T.PURAM,Potato,1700
07-09-11,ERNAKULAM,Potato,1433
07-09-11,CHENNAI,Potato,1100
07-09-11,DINDIGUL,Potato,1400
07-09-11,THIRUCHIRAPALLI,Potato,1400
07-09-11,HYDERABAD,Potato,1183
08-09-11,CHANDIGARH,Potato,600
08-09-11,DELHI,Potato,913
08-09-11,HISAR,Potato,800
08-09-11,KARNAL,Potato,650
08-09-11,SHIMLA,Potato,1200
08-09-11,MANDI,Potato,1200
08-09-11,SRINAGAR,Potato,NA
08-09-11,JAMMU,Potato,950
08-09-11,AMRITSAR,Potato,NA
08-09-11,LUDHIANA,Potato,NA
08-09-11,BATHINDA,Potato,NA
08-09-11,LUCKNOW,Potato,800
08-09-11,KANPUR,Potato,800
08-09-11,VARANASI,Potato,800
08-09-11,AGRA,Potato,650
08-09-11,DEHRADUN,Potato,500
08-09-11,RAIPUR,Potato,900
08-09-11,AHMEDABAD,Potato,450
08-09-11,RAJKOT,Potato,850
08-09-11,BHOPAL,Potato,700
08-09-11,INDORE,Potato,575
08-09-11,MUMBAI,Potato,700
08-09-11,NAGPUR,Potato,750
08-09-11,JAIPUR,Potato,250
08-09-11,JODHPUR,Potato,NA
08-09-11,KOTA,Potato,NA
08-09-11,PATNA,Potato,750
08-09-11,BHAGALPUR,Potato,700
08-09-11,RANCHI,Potato,800
08-09-11,BHUBANESHWAR,Potato,660
08-09-11,CUTTACK,Potato,700
08-09-11,SAMBALPUR,Potato,680
08-09-11,KOLKATA,Potato,640
08-09-11,SILIGURI,Potato,700
08-09-11,ITANAGAR,Potato,NA
08-09-11,GUWAHATI,Potato,950
08-09-11,SHILLONG,Potato,750
08-09-11,AIZWAL,Potato,NA
08-09-11,DIMAPUR,Potato,920
08-09-11,AGARTALA,Potato,1100
08-09-11,VIJAYWADA,Potato,1300
08-09-11,BENGALURU,Potato,900
08-09-11,DHARWAD,Potato,1250
08-09-11,T.PURAM,Potato,1700
08-09-11,ERNAKULAM,Potato,1433
08-09-11,CHENNAI,Potato,1100
08-09-11,DINDIGUL,Potato,1400
08-09-11,THIRUCHIRAPALLI,Potato,1410
08-09-11,HYDERABAD,Potato,1183
09-09-11,CHANDIGARH,Potato,600
09-09-11,DELHI,Potato,938
09-09-11,HISAR,Potato,800
09-09-11,KARNAL,Potato,650
09-09-11,SHIMLA,Potato,1200
09-09-11,MANDI,Potato,1200
09-09-11,SRINAGAR,Potato,NA
09-09-11,JAMMU,Potato,950
09-09-11,AMRITSAR,Potato,NA
09-09-11,LUDHIANA,Potato,NA
09-09-11,BATHINDA,Potato,NA
09-09-11,LUCKNOW,Potato,800
09-09-11,KANPUR,Potato,800
09-09-11,VARANASI,Potato,800
09-09-11,AGRA,Potato,650
09-09-11,DEHRADUN,Potato,500
09-09-11,RAIPUR,Potato,900
09-09-11,AHMEDABAD,Potato,500
09-09-11,RAJKOT,Potato,825
09-09-11,BHOPAL,Potato,700
09-09-11,INDORE,Potato,575
09-09-11,MUMBAI,Potato,575
09-09-11,NAGPUR,Potato,750
09-09-11,JAIPUR,Potato,250
09-09-11,JODHPUR,Potato,NA
09-09-11,KOTA,Potato,NA
09-09-11,PATNA,Potato,750
09-09-11,BHAGALPUR,Potato,700
09-09-11,RANCHI,Potato,800
09-09-11,BHUBANESHWAR,Potato,660
09-09-11,CUTTACK,Potato,700
09-09-11,SAMBALPUR,Potato,680
09-09-11,KOLKATA,Potato,640
09-09-11,SILIGURI,Potato,700
09-09-11,ITANAGAR,Potato,NA
09-09-11,GUWAHATI,Potato,950
09-09-11,SHILLONG,Potato,750
09-09-11,AIZWAL,Potato,NA
09-09-11,DIMAPUR,Potato,920
09-09-11,AGARTALA,Potato,1100
09-09-11,VIJAYWADA,Potato,1300
09-09-11,BENGALURU,Potato,900
